name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume (LooksRare wash trades included)
Azuki: Ξ233.25 ($706,050.08) Mutant   Ape   Yacht Club : Ξ127.19 ($385,005.40)
RTFKT - MNLTH: Ξ61.79 ($187,032.59)
Meebits: Ξ60.46 ($183,028.16)
NFT Worlds: Ξ40.59 ($122,866.34)
Doodles: Ξ30.00 ($90,810.30)",2022-03-24T14:00:09.000Z,1,,3
Trengible - Discover the nft trends,@Trengible," - TigonFT just bought #3465 for 23.6 ETH ($71,966.31)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 13:54:02 (GMT 0)

Detail:  https:// ht-club/3465-0x60e4d786628fea6478f785a6d7e704777c86a7c6-3465 …",2022-03-24T13:55:22.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #3465 sold for 23.6 ETH (71.97K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/3465 …,2022-03-24T13:55:13.000Z,,2,2
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #3465 sold for 23.6 ETH! ($71364.75)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/3465 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/3465 … Rarity  14244/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T13:54:12.000Z,,1,2
NFTToday.net,@NFTTodayNet,"The first Bored  Ape  restaurant ""Bored & Hungry"" is opening in Long Beach, California on April 9! Co-founder, Andy Nguyen, spent $267,000 to buy Bored  Ape   Yacht Club  #6184 and two  Mutant   Ape   Yacht Club  NFTs.  “The reason I did this was to make a statement to the public",2022-03-24T13:38:27.000Z,3,23,68
Trengible - Discover the nft trends,@Trengible," - 0x2a7 just bought #21927 for 27 ETH ($82,334.34)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 13:25:36 (GMT 0)

Detail:  https:// ht-club/21927-0x60e4d786628fea6478f785a6d7e704777c86a7c6-21927 …",2022-03-24T13:26:13.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #21927 sold for 27 ETH (82.33K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/21927 …,2022-03-24T13:26:10.000Z,1,2,3
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 27 ETH ($82334.34) 
Seller: TestWinder
Buyer: Unnamed https:// 786628fea6478f785a6d7e704777c86a7c6/21927 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T13:26:05.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #21927 sold for 27 ETH! ($81495.18)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/21927 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/21927 … Rarity  2883/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T13:25:59.000Z,,1,3
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #3158 - Ξ24.99,2022-03-24T13:25:27.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #3158 - Ξ24.99,2022-03-24T13:25:27.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #9882 - Ξ34,2022-03-24T13:25:08.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #9072 sold for 24.333 ETH! ($73551.85)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/9072 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/9072 … Rarity  9758/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T12:43:22.000Z,,,2
Trengible - Discover the nft trends,@Trengible," - Kylo777 just bought #2197 for 23.93 ETH ($72,972.62)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 12:33:05 (GMT 0)

Detail:  https:// ht-club/2197-0x60e4d786628fea6478f785a6d7e704777c86a7c6-2197 …",2022-03-24T12:34:23.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #2197 sold for 23.93 ETH (72.97K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/2197 …,2022-03-24T12:33:34.000Z,1,1,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #2197 sold for 23.93 ETH! ($72741.70)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/2197 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/2197 … Rarity  15781/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T12:33:18.000Z,,2,
Trengible - Discover the nft trends,@Trengible," - maomao123 just bought #5653 for 28 ETH ($85,383.76)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 12:22:29 (GMT 0)

Detail:  https:// ht-club/5653-0x60e4d786628fea6478f785a6d7e704777c86a7c6-5653 …",2022-03-24T12:23:14.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 28 ETH ($85383.76) 
Seller: NeelTPT
Buyer: maomao123 https:// 786628fea6478f785a6d7e704777c86a7c6/5653 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T12:23:04.000Z,1,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 25.5 ETH ($77592.68) 
Seller:  APE _BANK
Buyer: Luckathis_Vault https:// 786628fea6478f785a6d7e704777c86a7c6/7485 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T11:43:06.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 23.98 ETH ($72967.54) 
Seller: AP-Future
Buyer: Tomm_Earl https:// 786628fea6478f785a6d7e704777c86a7c6/23554 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T11:43:05.000Z,,1,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #7485 sold for 25.5 ETH! ($77755.62)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/7485 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/7485 … Rarity  7530/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T11:42:32.000Z,,2,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #23554 sold for 23.98 ETH! ($73120.78)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/23554 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/23554 … Rarity  11949/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T11:42:31.000Z,,2,1
NFT Whale Alert｜We are hiring,@nftgobot," NFT Whale Trade Transfer: [ Jeffrey Huang] -> [simonaiello.eth] NFT:  Mutant   Ape   Yacht Club  #1750  https:// e4d786628fea6478f785a6d7e704777c86a7c6/1750 …  Price: 24 ETH ($73,336.21) Gas: 0.0048 ETH ($14.72) #MAYC",2022-03-24T11:29:32.000Z,,,1
Trengible - Discover the nft trends,@Trengible," - NoNaMe1234 just bought #6908 for 24 ETH ($73,028.40)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 11:14:56 (GMT 0)

Detail:  https:// ht-club/6908-0x60e4d786628fea6478f785a6d7e704777c86a7c6-6908 …",2022-03-24T11:16:17.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #6908 sold for 24 ETH (73.03K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/6908 …,2022-03-24T11:16:00.000Z,,,1
Trengible - Discover the nft trends,@Trengible," - icicle-fish just bought #11181 for 26.99 ETH ($82,126.52)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 11:13:39 (GMT 0)

Detail:  https:// ht-club/11181-0x60e4d786628fea6478f785a6d7e704777c86a7c6-11181 …",2022-03-24T11:14:12.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 26.99 ETH ($82126.52) 
Seller: Massine_eth
Buyer: icicle-fish https:// 786628fea6478f785a6d7e704777c86a7c6/11181 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T11:14:05.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #11181 sold for 26.99 ETH (82.13K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/11181 …,2022-03-24T11:13:52.000Z,1,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #11181 sold for 26.99 ETH! ($82391.02)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/11181 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/11181 … Rarity  3729/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T11:13:45.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0x4c7 just bought #9223 for 23.9 ETH ($72,724.12)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 10:29:16 (GMT 0)

Detail:  https:// ht-club/9223-0x60e4d786628fea6478f785a6d7e704777c86a7c6-9223 …",2022-03-24T10:30:16.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 23.9 ETH ($72724.12) 
Seller: kdubs_vault
Buyer: Unnamed https:// 786628fea6478f785a6d7e704777c86a7c6/9223 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T10:30:05.000Z,1,,1
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #9223 sold for 23.9 ETH (72.72K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/9223 …,2022-03-24T10:29:30.000Z,,1,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #9223 sold for 23.9 ETH! ($72916.27)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/9223 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/9223 … Rarity  9856/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T10:29:27.000Z,,,1
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #4026 - Ξ33,2022-03-24T10:29:24.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #4026 - Ξ33,2022-03-24T10:29:24.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #3036 - Ξ44,2022-03-24T10:28:19.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #10356 - Ξ25.58,2022-03-24T10:17:49.000Z,,,
Trengible - Discover the nft trends,@Trengible," - Digitalworld4ever just bought #9613 for 24.9 ETH ($75,766.97)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 10:12:36 (GMT 0)

Detail:  https:// ht-club/9613-0x60e4d786628fea6478f785a6d7e704777c86a7c6-9613 …",2022-03-24T10:13:28.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 24.9 ETH ($75766.97) 
Seller: ynfty
Buyer: Digitalworld4ever https:// 786628fea6478f785a6d7e704777c86a7c6/9613 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T10:13:05.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #9613 sold for 24.9 ETH (75.77K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/9613 …,2022-03-24T10:12:59.000Z,,2,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #9613 sold for 24.9 ETH! ($75816.27)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/9613 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/9613 … Rarity  4505/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T10:12:45.000Z,,4,1
Trengible - Discover the nft trends,@Trengible," - 0x530 just bought #2364 for 23.88 ETH ($72,663.26)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 10:10:40 (GMT 0)

Detail:  https:// ht-club/2364-0x60e4d786628fea6478f785a6d7e704777c86a7c6-2364 …",2022-03-24T10:11:09.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #6762 sold for 25 ETH! ($76328.25)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/6762 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/6762 … Rarity  4787/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T09:24:54.000Z,,,2
Tony,@Pdn2005Tony,I swapped my CLONE X - X TAKASHI MURAKAMI asset for  Mutant   Ape   Yacht Club  asset in only one transaction via  @NftTrader . Check on,2022-03-24T09:21:29.000Z,,,
Shino,@Shino_hacchi,,2022-03-24T09:16:27.000Z,,,6
NftsRankingBot,@NftsRankingBot,"...
24.00 eth   Mutant   Ape   Yacht Club  28576
23.69 eth   Mutant   Ape   Yacht Club  23378
23.69 eth   Mutant   Ape   Yacht Club  7850
15.80 eth  Azuki #303
15.50 eth  Azuki #7351",2022-03-24T09:10:38.000Z,,,
Trengible - Discover the nft trends,@Trengible," - Metabints just bought #5322 for 26 ETH ($78,863.46)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 09:00:20 (GMT 0)

Detail:  https:// ht-club/5322-0x60e4d786628fea6478f785a6d7e704777c86a7c6-5322 …",2022-03-24T09:01:10.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 26 ETH ($78863.46) 
Seller: Slippyone
Buyer: Metabints https:// 786628fea6478f785a6d7e704777c86a7c6/5322 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T09:01:05.000Z,,1,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #5322 sold for 26 ETH (78.86K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/5322 …,2022-03-24T09:00:55.000Z,,1,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #17542 sold for 27 ETH! ($82343.52)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/17542 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/17542 … Rarity  6473/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T09:00:42.000Z,,,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #28206 sold for 25 ETH! ($75959.50)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/28206 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/28206 … Rarity  10942/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T08:13:18.000Z,,1,2
NftsRankingBot,@NftsRankingBot,"...
33.00 eth  M1  Mutant  Serum
33.00 eth   Mutant   Ape   Yacht Club  2522
24.50 eth   Mutant   Ape   Yacht Club  27818
23.99 eth   Mutant   Ape   Yacht Club  3715
23.97 eth   Mutant   Ape   Yacht Club  9795",2022-03-24T08:10:38.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0x2b2 just bought #7850 for 23.69 ETH ($71,856.74)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 08:08:56 (GMT 0)

Detail:  https:// ht-club/7850-0x60e4d786628fea6478f785a6d7e704777c86a7c6-7850 …",2022-03-24T08:10:14.000Z,,,
GemBot,@0xGem,New purchase! 1  Mutant   Ape   Yacht Club  bought for 23.69 ETH  https:// 95e4e1bd5986795e78b732278ce8dbcd4b7add03127f0ae11d03821 …,2022-03-24T08:09:55.000Z,,,1
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #7850 sold for 23.69 ETH (72.17K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/7850 …,2022-03-24T08:09:11.000Z,1,1,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #7850 sold for 23.69 ETH! ($71941.32)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/7850 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/7850 … Rarity  13618/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T08:09:06.000Z,,1,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #2851 sold for 24.69 ETH! ($75084.51)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/2851 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/2851 … Rarity  11791/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T07:47:49.000Z,,,
NFT Whale Alert｜We are hiring,@nftgobot," NFT Whale Trade Transfer: [ 0x9be313] -> [0x39caf0] NFT:  Mutant   Ape   Yacht Club  #9795  https:// e4d786628fea6478f785a6d7e704777c86a7c6/9795 …  Price: 23.97 ETH ($73,194.57) Gas: 0.0056 ETH ($17.09) #MAYC",2022-03-24T07:43:40.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #2147 - Ξ26.4,2022-03-24T07:40:27.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #2147 - Ξ26.4,2022-03-24T07:40:27.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0xd97 just bought #27818 for 24.5 ETH ($74,641.70)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 07:39:17 (GMT 0)

Detail:  https:// ht-club/27818-0x60e4d786628fea6478f785a6d7e704777c86a7c6-27818 …",2022-03-24T07:40:15.000Z,,,1
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 24.5 ETH ($74641.7) 
Seller: wpeltz15
Buyer: Unnamed https:// 786628fea6478f785a6d7e704777c86a7c6/27818 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T07:40:05.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #27818 sold for 24.5 ETH (74.64K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/27818 …,2022-03-24T07:39:35.000Z,,1,2
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #6851 - Ξ28,2022-03-24T07:23:29.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #6851 - Ξ28,2022-03-24T07:23:29.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #24662 - Ξ33.99,2022-03-24T07:22:02.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #24662 - Ξ33.99,2022-03-24T07:22:02.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #1098 - Ξ88,2022-03-24T07:20:15.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #1098 - Ξ88,2022-03-24T07:20:15.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #9517 - Ξ24.25,2022-03-24T07:19:44.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #9517 - Ξ24.25,2022-03-24T07:19:44.000Z,,,
NFT Tracker SOLE Tools,@soletoolsapp,"More here:  https:// Ξ32.3   Bored  Ape  Chemistry Club (#0)
Ξ30      Mutant   Ape   Yacht Club  (#9018)
Ξ23.99   Mutant   Ape   Yacht Club  (#1922) #NFTs   #NFTAirdrop   #BTC   #Morocco",2022-03-24T07:09:03.000Z,,,1
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #2522 sold for 33 ETH (100.54K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/2522 …,2022-03-24T07:08:57.000Z,2,,3
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #2522 sold for 33 ETH! ($100816.65)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/2522 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/2522 … Rarity  9228/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T07:08:43.000Z,,,1
Trengible - Discover the nft trends,@Trengible," - agpg just bought #4334 for 34 ETH ($103,584.40)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 07:06:17 (GMT 0)

Detail:  https:// ht-club/4334-0x60e4d786628fea6478f785a6d7e704777c86a7c6-4334 …",2022-03-24T07:07:15.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 34 ETH ($103584.4) 
Seller: Apefort_Vault
Buyer: agpg https:// 786628fea6478f785a6d7e704777c86a7c6/4334 …  #MAYC   #NFTSales   #NFTWhale",2022-03-24T07:07:06.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #4334 sold for 34 ETH (103.58K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/4334 …,2022-03-24T07:06:31.000Z,,1,3
GemBot,@0xGem,Gem Sweep! 10  Mutant   Ape   Yacht Club  bought for 235.33 ETH  https:// 7514de5b33d46c0606188fa5cd35215ff00d1f960f9d6b90489ef6c …,2022-03-24T06:25:30.000Z,,2,18
Trengible - Discover the nft trends,@Trengible," - 0xf8c just bought #14562 for 23.45 ETH ($71,442.77)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 06:22:52 (GMT 0)

Detail:  https:// ht-club/14562-0x60e4d786628fea6478f785a6d7e704777c86a7c6-14562 …",2022-03-24T06:24:17.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0xf8c just bought #2159 for 23.5 ETH ($71,595.10)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 06:22:52 (GMT 0)

Detail:  https:// ht-club/2159-0x60e4d786628fea6478f785a6d7e704777c86a7c6-2159 …",2022-03-24T06:24:16.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0xf8c just bought #5742 for 23.5 ETH ($71,595.10)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 06:22:52 (GMT 0)

Detail:  https:// ht-club/5742-0x60e4d786628fea6478f785a6d7e704777c86a7c6-5742 …",2022-03-24T06:24:16.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0xf8c just bought #19820 for 23.6 ETH ($71,899.76)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 06:22:52 (GMT 0)

Detail:  https:// ht-club/19820-0x60e4d786628fea6478f785a6d7e704777c86a7c6-19820 …",2022-03-24T06:24:15.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0xf8c just bought #13550 for 23.5 ETH ($71,595.10)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 06:22:52 (GMT 0)

Detail:  https:// ht-club/13550-0x60e4d786628fea6478f785a6d7e704777c86a7c6-13550 …",2022-03-24T06:24:14.000Z,,,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #5483 sold for 235.33 ETH! ($719415.58- BUNDLE!)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/5483 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/5483 … Rarity  14124/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T06:23:16.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #1922 sold for 23.99 ETH (73.09K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/1922 …,2022-03-24T06:22:24.000Z,1,1,1
Trengible - Discover the nft trends,@Trengible," - GODUSEVPN1 just bought #1922 for 23.99 ETH ($73,087.93)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 06:21:34 (GMT 0)

Detail:  https:// ht-club/1922-0x60e4d786628fea6478f785a6d7e704777c86a7c6-1922 …",2022-03-24T06:22:12.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #1922 sold for 23.99 ETH! ($73350.38)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/1922 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/1922 … Rarity  10839/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T06:21:50.000Z,3,1,2
Trengible - Discover the nft trends,@Trengible," - Shmackwood-Vault just bought #9018 for 23.4 ETH ($71,290.44)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 06:12:28 (GMT 0)

Detail:  https:// ht-club/9018-0x60e4d786628fea6478f785a6d7e704777c86a7c6-9018 …",2022-03-24T06:14:23.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 0x0e1 just bought #1701 for 28.99 ETH ($87,591.84)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 05:57:04 (GMT 0)

Detail:  https:// ht-club/1701-0x60e4d786628fea6478f785a6d7e704777c86a7c6-1701 …",2022-03-24T05:58:15.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #15454 sold for 25 ETH! ($76294.75)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/15454 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/15454 … Rarity  14238/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T05:58:13.000Z,,2,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #1701 sold for 28.99 ETH (87.59K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/1701 …,2022-03-24T05:57:30.000Z,1,1,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #1701 sold for 28.99 ETH! ($88385.00)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/1701 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/1701 … Rarity  11059/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T05:57:18.000Z,3,1,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #18688 sold for 23.35 ETH! ($70999.18)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/18688 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/18688 … Rarity  13503/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-24T05:52:47.000Z,,,1
Trengible - Discover the nft trends,@Trengible," - Vetinte just bought #29202 for 23.49 ETH ($70,973.86)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-24 05:50:32 (GMT 0)

Detail:  https:// ht-club/29202-0x60e4d786628fea6478f785a6d7e704777c86a7c6-29202 …",2022-03-24T05:51:24.000Z,,,
testron,@testron4,"Swap #9413

Creator Assets:
Wrapped Ethereum  #None Counterpart Assets: Mutant   Ape   Yacht Club  #62",2022-03-24T04:56:09.000Z,,,
