name,twt_handle,tweet_body,post_date,reply_cnt,rt_cnt,like_cnt
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #1898 sold for 22.5 ETH (70.50K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/1898 …,2022-03-26T10:00:12.000Z,,1,
Trengible - Discover the nft trends,@Trengible," - cirrrus just bought #1898 for 22.5 ETH ($70,496.78)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 09:59:36 (GMT 0)

Detail:  https:// ht-club/1898-0x60e4d786628fea6478f785a6d7e704777c86a7c6-1898 …",2022-03-26T10:00:11.000Z,,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
(B)APETAVERSE: Ξ120.29 ($375,743.37)
Bored  Ape   Yacht Club : Ξ110.00 ($343,598.20) Mutant   Ape   Yacht Club : Ξ92.60 ($289,247.21)
Azuki: Ξ61.93 ($193,445.79)
World of Women: Ξ54.35 ($169,768.75)",2022-03-26T10:00:08.000Z,1,4,9
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 22.5 ETH ($70496.78) 
Seller: trezo1
Buyer: cirrrus https:// 786628fea6478f785a6d7e704777c86a7c6/1898 …  #MAYC   #NFTSales   #NFTWhale",2022-03-26T10:00:06.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #1898 sold for 22.5 ETH! ($70353.45)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/1898 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/1898 … Rarity  8437/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T09:59:55.000Z,,,1
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #12940 sold for 23 ETH (72.06K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/12940 …,2022-03-26T09:59:23.000Z,,2,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #12940 sold for 23 ETH! ($71916.86)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/12940 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/12940 … Rarity  5653/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T09:59:11.000Z,,2,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #21927 sold for 26.5 ETH! ($83180.58)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/21927 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/21927 … Rarity  2883/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T07:53:37.000Z,1,1,1
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Mutant   Ape   Yacht Club  stats. #mutant_ape_yacht_club    #opensea,2022-03-26T07:51:01.000Z,2,1,1
Trengible - Discover the nft trends,@Trengible," - 0x22c just bought #6396 for 22.9 ETH ($71,629.83)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 07:26:46 (GMT 0)

Detail:  https:// ht-club/6396-0x60e4d786628fea6478f785a6d7e704777c86a7c6-6396 …",2022-03-26T07:27:23.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #6396 sold for 22.9 ETH (71.63K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/6396 …,2022-03-26T07:27:00.000Z,,2,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #6396 sold for 22.9 ETH! ($71379.53)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/6396 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/6396 … Rarity  17958/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T07:26:55.000Z,1,1,2
Trengible - Discover the nft trends,@Trengible," - vincentli just bought #9880 for 23.5 ETH ($73,506.59)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 07:24:27 (GMT 0)

Detail:  https:// ht-club/9880-0x60e4d786628fea6478f785a6d7e704777c86a7c6-9880 …",2022-03-26T07:25:10.000Z,,,
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Mutant   Ape   Yacht Club Price: $92.9k,2022-03-26T06:14:16.000Z,,2,1
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Mutant   Ape   Yacht Club Price: $93.2k,2022-03-26T06:12:16.000Z,1,,
NFT Whale Alert｜We are hiring,@nftgobot," NFT Whale Trade Transfer: [ hotg12.eth] -> [cj252.eth] NFT:  Mutant   Ape   Yacht Club  #5897  https:// e4d786628fea6478f785a6d7e704777c86a7c6/5897 …  Price: 23.5 ETH ($73,407.07) Gas: 0.0071 ETH ($22.24) #MAYC",2022-03-26T06:10:49.000Z,,,
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Mutant   Ape   Yacht Club Price: $94.1k,2022-03-26T06:08:15.000Z,1,,
NFT FLOOR PRICE UPDATES,@0xbotfather,"Featured Collection:  @TheLoomSociety Daily floor price update

Cryptopunks: 72.69Ξ (  -0.27%)
Goons of Balatroon: 0.149Ξ (  nan%)
Bored  Ape  YC: 103.0Ξ (  0.0%) Mutant   Ape   Yacht Club : 23.0Ξ (  -0.86%)
CLONE X  X TAKASHI MURAKAMI: 14.98Ξ (  1.35%)",2022-03-26T06:06:59.000Z,1,,1
"Learn Easy Guru | Finance, Tech and Management",@learneasyguru,Top  #NFT  Today Mutant   Ape   Yacht Club Price: $95.1k,2022-03-26T06:06:15.000Z,,,1
Trengible - Discover the nft trends,@Trengible," - chasej24 just bought #5897 for 23.5 ETH ($73,094.40)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 06:02:51 (GMT 0)

Detail:  https:// ht-club/5897-0x60e4d786628fea6478f785a6d7e704777c86a7c6-5897 …",2022-03-26T06:03:08.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #13608 sold for 27.77 ETH (86.38K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/13608 …,2022-03-26T05:33:53.000Z,,3,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #13608 sold for 27.77 ETH! ($86586.86)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/13608 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/13608 … Rarity  17031/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T05:33:51.000Z,,3,1
Trengible - Discover the nft trends,@Trengible," - JLVault1 just bought #13678 for 23.25 ETH ($72,316.80)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 05:28:38 (GMT 0)

Detail:  https:// ht-club/13678-0x60e4d786628fea6478f785a6d7e704777c86a7c6-13678 …",2022-03-26T05:29:14.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #13678 sold for 23.25 ETH (72.32K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/13678 …,2022-03-26T05:29:07.000Z,,,3
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 23.25 ETH ($72316.8) 
Seller: Melrose5101
Buyer: JLVault1 https:// 786628fea6478f785a6d7e704777c86a7c6/13678 …  #MAYC   #NFTSales   #NFTWhale",2022-03-26T05:29:04.000Z,,1,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #13678 sold for 23.25 ETH! ($72341.21)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/13678 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/13678 … Rarity  13193/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T05:28:49.000Z,,1,2
Trengible - Discover the nft trends,@Trengible," - 0xdda just bought #7192 for 26.9 ETH ($83,669.76)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 04:34:41 (GMT 0)

Detail:  https:// ht-club/7192-0x60e4d786628fea6478f785a6d7e704777c86a7c6-7192 …",2022-03-26T04:35:12.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #7192 sold for 26.9 ETH (83.67K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/7192 …,2022-03-26T04:35:05.000Z,,1,2
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 26.9 ETH ($83669.76) 
Seller: RealNightKingVAULT
Buyer: Unnamed https:// 786628fea6478f785a6d7e704777c86a7c6/7192 …  #MAYC   #NFTSales   #NFTWhale",2022-03-26T04:35:05.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #7192 sold for 26.9 ETH! ($83696.66)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/7192 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/7192 … Rarity  13375/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T04:34:49.000Z,,,
NFT Whale Alert｜We are hiring,@nftgobot," NFT Big Trade Transfer: [0x9cd908] -> [0x43f44a] NFT:  Mutant   Ape   Yacht Club  #8669  https:// e4d786628fea6478f785a6d7e704777c86a7c6/8669 …  Price: 56 WETH ($173,987.99) Gas: 0.0051 ETH ($15.74) #MAYC",2022-03-26T04:31:22.000Z,,1,
Trengible - Discover the nft trends,@Trengible," - 0xd5a just bought #15948 for 22.98 ETH ($71,476.99)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 04:19:46 (GMT 0)

Detail:  https:// ht-club/15948-0x60e4d786628fea6478f785a6d7e704777c86a7c6-15948 …",2022-03-26T04:21:14.000Z,,,1
NFT Tracker SOLE Tools,@soletoolsapp,"More here:  https:// Ξ26.999  Mutant   Ape   Yacht Club  (#6688)
Ξ23.5    Mutant   Ape   Yacht Club  (#24016)
Ξ22     MAX PAIN AND FRENS BY XCOPY (#169000300...) #Solana   #NFTAirdrops   #NFTSnipper   #Slovenia",2022-03-26T04:09:05.000Z,,,
NFT FLOOR PRICE UPDATES,@0xbotfather,"Featured Collection:  @TheLoomSociety Daily floor price update

Cryptopunks: 72.69Ξ (  -0.27%)
Goons of Balatroon: 0.15Ξ (  nan%)
Bored  Ape  YC: 103.0Ξ (  0.0%) Mutant   Ape   Yacht Club : 23.3Ξ (  0.43%)
CLONE X  X TAKASHI MURAKAMI: 14.98Ξ (  1.35%)",2022-03-26T04:06:58.000Z,2,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume (LooksRare wash trades included)
Terraforms by Mathcastles: Ξ19661.35 ($61,166,662.69)
Meebits: Ξ1551.64 ($4,827,161.71)
MAX PAIN AND FRENS BY XCOPY: Ξ183.86 ($572,000.22)
Azuki: Ξ54.95 ($170,950.00) Mutant   Ape   Yacht Club : Ξ50.50 ($157,102.89)",2022-03-26T04:00:10.000Z,2,3,5
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Mutant   Ape   Yacht Club  stats. #mutant_ape_yacht_club    #opensea,2022-03-26T03:51:01.000Z,,1,3
Trengible - Discover the nft trends,@Trengible," - 0x124 just bought #24016 for 23.5 ETH ($73,088.76)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 03:41:37 (GMT 0)

Detail:  https:// ht-club/24016-0x60e4d786628fea6478f785a6d7e704777c86a7c6-24016 …",2022-03-26T03:42:16.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 23.5 ETH ($73088.76) 
Seller: DegenLA
Buyer: Unnamed https:// 786628fea6478f785a6d7e704777c86a7c6/24016 …  #MAYC   #NFTSales   #NFTWhale",2022-03-26T03:42:05.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #24016 sold for 23.5 ETH (73.09K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/24016 …,2022-03-26T03:42:02.000Z,,2,1
Trengible - Discover the nft trends,@Trengible," - orangieyt just bought #3250 for 22.73 ETH ($70,693.94)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 02:46:34 (GMT 0)

Detail:  https:// ht-club/3250-0x60e4d786628fea6478f785a6d7e704777c86a7c6-3250 …",2022-03-26T02:48:12.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #18864 sold for 22.5 ETH! ($69867.23)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/18864 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/18864 … Rarity  12650/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T02:48:02.000Z,,,1
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #3250 sold for 22.73 ETH (70.69K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/3250 …,2022-03-26T02:47:22.000Z,,,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #3250 sold for 22.73 ETH! ($70612.79)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/3250 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/3250 … Rarity  14626/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T02:47:11.000Z,,,
Trengible - Discover the nft trends,@Trengible," - 50SC-VAULT just bought #29800 for 24.4 ETH ($75,887.90)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-26 02:41:20 (GMT 0)

Detail:  https:// ht-club/29800-0x60e4d786628fea6478f785a6d7e704777c86a7c6-29800 …",2022-03-26T02:42:13.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 24.4 ETH ($75887.9) 
Seller: 0x0888_Capital
Buyer: 50SC-VAULT https:// 786628fea6478f785a6d7e704777c86a7c6/29800 …  #MAYC   #NFTSales   #NFTWhale",2022-03-26T02:42:04.000Z,,,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #1566 sold for 26.84 ETH! ($83109.25)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/1566 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/1566 … Rarity  3673/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-26T01:07:43.000Z,,,3
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Mutant   Ape   Yacht Club  stats. #mutant_ape_yacht_club    #opensea,2022-03-26T00:51:01.000Z,1,1,1
simo alcorcon,@kingkoinsp,Yesterday i minted in bayctron 2 nfts of bored  ape   yacht club  and i have the  mutant  joker number 13888,2022-03-26T00:43:29.000Z,,,
NFT FLOOR PRICE UPDATES,@0xbotfather,"Featured Collection:  @TheLoomSociety Daily floor price update

Cryptopunks: 72.69Ξ (  -0.27%)
Goons of Balatroon: 0.155Ξ (  nan%)
Bored  Ape  YC: 103.0Ξ (  0.0%) Mutant   Ape   Yacht Club : 23.3Ξ (  3.56%)
CLONE X  X TAKASHI MURAKAMI: 14.98Ξ (  1.35%)",2022-03-26T00:07:11.000Z,1,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
Trippy Toadz NFT: Ξ115.69 ($359,349.10)
MAX PAIN AND FRENS BY XCOPY: Ξ65.96 ($204,877.06)
AlphaSharks NFT: Ξ57.74 ($179,356.23)
CyberKongz: Ξ57.00 ($177,045.99) Mutant   Ape   Yacht Club : Ξ52.50 ($163,068.68)",2022-03-26T00:00:10.000Z,,6,9
Trengible - Discover the nft trends,@Trengible," - GMStarshine just bought #14368 for 22.5 ETH ($69,896.70)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-25 23:51:31 (GMT 0)

Detail:  https:// ht-club/14368-0x60e4d786628fea6478f785a6d7e704777c86a7c6-14368 …",2022-03-25T23:52:25.000Z,,,2
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 22.5 ETH ($69896.7) 
Seller: emptyheart930
Buyer: GMStarshine https:// 786628fea6478f785a6d7e704777c86a7c6/14368 …  #MAYC   #NFTSales   #NFTWhale",2022-03-25T23:52:04.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #14368 sold for 22.5 ETH (69.90K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/14368 …,2022-03-25T23:51:59.000Z,,1,1
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #5547 - Ξ28.67,2022-03-25T22:29:01.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #5547 - Ξ28.67,2022-03-25T22:29:01.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #13212 - Ξ33,2022-03-25T22:28:17.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #13212 - Ξ33,2022-03-25T22:28:17.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #6057 - Ξ23.6,2022-03-25T22:27:13.000Z,,,1
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #6057 - Ξ23.6,2022-03-25T22:27:13.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #13212 - Ξ35,2022-03-25T22:26:55.000Z,,,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #13212 - Ξ35,2022-03-25T22:26:55.000Z,,,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #25122 sold for 22.3 ETH! ($69322.00)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/25122 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/25122 … Rarity  17157/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-25T21:37:32.000Z,,,1
ValorCriptoBot,@ValorCriptoBot,"NFTs by daily Sales Volume:

1. Bored  Ape   Yacht Club : $7,065,982
2. Azuki: $6,904,273
3.  Mutant   Ape   Yacht Club : $4,131,674
4. Bored  Ape  Kennel Club: $2,737,473
5. Crabada: $2,414,922
6. World Of Women: $2,316,224
7. CloneX: $2,173,250",2022-03-25T21:30:05.000Z,,,
Trengible - Discover the nft trends,@Trengible," - MutantApe577 just bought #27366 for 23.88 ETH ($74,461.18)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-25 21:26:25 (GMT 0)

Detail:  https:// ht-club/27366-0x60e4d786628fea6478f785a6d7e704777c86a7c6-27366 …",2022-03-25T21:27:08.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 23.88 ETH ($74461.18) 
Seller: eric1538
Buyer: MutantApe577 https:// 786628fea6478f785a6d7e704777c86a7c6/27366 …  #MAYC   #NFTSales   #NFTWhale",2022-03-25T21:27:05.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #27366 sold for 23.88 ETH (74.46K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/27366 …,2022-03-25T21:27:01.000Z,,,4
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #27366 sold for 23.88 ETH! ($74514.20)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/27366 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/27366 … Rarity  13375/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-25T21:26:57.000Z,,,5
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #4960 sold for 30.5 ETH (95.10K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/4960 …,2022-03-25T20:27:48.000Z,1,1,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #4960 sold for 30.5 ETH! ($95113.94)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/4960 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/4960 … Rarity  1050/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-25T20:27:36.000Z,1,1,
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #313 sold for 22.85 ETH! ($71182.78)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/313 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/313 … Rarity  11872/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-25T20:20:13.000Z,1,1,3
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #11685 sold for 27 ETH (84.19K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/11685 …,2022-03-25T20:17:20.000Z,,,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #11685 sold for 27 ETH! ($84222.99)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/11685 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/11685 … Rarity  1631/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-25T20:17:12.000Z,,,1
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #11640 sold for 0.505 ETH! ($1574.51)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/11640 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/11640 … Rarity  5501/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-25T20:15:45.000Z,,1,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #23212 - Ξ48.9,2022-03-25T19:22:46.000Z,,1,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #23212 - Ξ48.9,2022-03-25T19:22:46.000Z,,1,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #20550 - Ξ24.99,2022-03-25T19:22:31.000Z,,,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #20550 - Ξ24.99,2022-03-25T19:22:31.000Z,,,
Trengible - Discover the nft trends,@Trengible," - L3yum just bought #17852 for 22.85 ETH ($70,934.63)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-25 19:09:11 (GMT 0)

Detail:  https:// ht-club/17852-0x60e4d786628fea6478f785a6d7e704777c86a7c6-17852 …",2022-03-25T19:10:25.000Z,,,1
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #17852 sold for 22.85 ETH (70.93K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/17852 …,2022-03-25T19:09:40.000Z,1,1,4
nanocube.io | NFT alerts #2,@nanocubealerts2,"Mutant   Ape   Yacht Club  #17852 sold for 22.85 ETH! ($71097.09)

-  https:// 786628fea6478f785a6d7e704777c86a7c6/17852 … -  https:// 60e4d786628fea6478f785a6d7e704777c86a7c6/17852 … Rarity  13458/18022 #mayc   #mutantape    #mutantapeclub   #nft   #nanocube",2022-03-25T19:09:21.000Z,,,3
NFT Valuations Bot,@NFTValBot,"Top 20 collections market cap: 1. Bored  Ape   Yacht Club : Ξ1,350,678 | $4.19B
2. CryptoPunks: Ξ1,247,066 | $3.87B
3.  Mutant   Ape   Yacht Club : Ξ514,443 | $1.60B
4. CLONE X x TAKASHI MURAKAMI: Ξ454,728 | $1.41B
5. Chromie Squiggle: Ξ417,025 | $1.29B",2022-03-25T18:00:14.000Z,1,,
NFT Whale Alert,@nftwhalealert,"Hourly Top Volume
Doodles: Ξ292.52 ($906,507.08)
Azuki: Ξ209.78 ($650,108.22)
Bored  Ape   Yacht Club : Ξ115.00 ($356,385.00)
PROOF Collective: Ξ90.00 ($278,910.00) Mutant   Ape   Yacht Club : Ξ75.32 ($233,423.19)",2022-03-25T18:00:08.000Z,,,6
YeulerDAO,@AyaydOmur,CryptoSlam数据显示，Azuki系列NFT的交易量在过去24小时内增长达到81.14%，登上今日交易量榜首，超过了Bored  Ape   Yacht Club  (BAYC) 和 Mutant   Ape   Yacht Club 。,2022-03-25T17:52:04.000Z,,,1
CryptoNerd,@VeryCryptoNerd,#NFT  Time! On this image you can see  Mutant   Ape   Yacht Club  stats. #mutant_ape_yacht_club    #opensea,2022-03-25T17:51:01.000Z,3,3,2
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #9166 sold for 23.778 ETH (74.31K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/9166 …,2022-03-25T17:44:08.000Z,,1,
Trengible - Discover the nft trends,@Trengible," - C2F5T1 just bought #5924 for 21.4444 ETH ($67,018.68)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-25 17:38:43 (GMT 0)

Detail:  https:// ht-club/5924-0x60e4d786628fea6478f785a6d7e704777c86a7c6-5924 …",2022-03-25T17:40:18.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #5924 sold for 21.444 ETH (67.02K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/5924 …,2022-03-25T17:39:19.000Z,1,2,2
Trengible - Discover the nft trends,@Trengible," - LAIDIGI just bought #616 for 30.1 ETH ($94,069.42)

Collection:  Mutant   Ape   Yacht Club Date: 2022-03-25 17:36:33 (GMT 0)

Detail:  https:// ht-club/616-0x60e4d786628fea6478f785a6d7e704777c86a7c6-616 …",2022-03-25T17:37:16.000Z,,,
NftBossAlert,@nftbossalert,"Collection:  Mutant   Ape   Yacht Club  Mutant   Ape   Yacht Club  was bought
Price: 30.1 WETH ($94069.42) 
Seller: NBG_NFT
Buyer: LAIDIGI https:// 786628fea6478f785a6d7e704777c86a7c6/616 …  #MAYC   #NFTSales   #NFTWhale",2022-03-25T17:37:05.000Z,,,
NFT Monitor,@NFT_Monitor,  Mutant   Ape   Yacht Club  |  #MAYC   #NFT #616 sold for 30.1 ETH (94.07K $)   https:// 786628fea6478f785a6d7e704777c86a7c6/616 …,2022-03-25T17:36:53.000Z,1,2,1
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #7727 - Ξ26.99,2022-03-25T16:29:07.000Z,,1,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #7727 - Ξ26.99,2022-03-25T16:29:07.000Z,,1,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #12698 - Ξ36.9,2022-03-25T16:26:01.000Z,,1,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #12698 - Ξ36.9,2022-03-25T16:26:01.000Z,,1,
NFT_Analyzer,@NFT_Analyzer,listing:  Mutant   Ape   Yacht Club  #7055 - Ξ28.9,2022-03-25T16:22:12.000Z,,1,
Edward Green,@CoachEGreen,listing:  Mutant   Ape   Yacht Club  #7055 - Ξ28.9,2022-03-25T16:22:12.000Z,,1,
NFT Tracker SOLE Tools,@soletoolsapp,"More here:  https:// Ξ24      Mutant   Ape   Yacht Club  (#28720)
Ξ23.45   Mutant   Ape   Yacht Club  (#28044)
Ξ23.38   Mutant   Ape   Yacht Club  (#3520) #BitFinex   #NFT   #NFTUpcoming   #Tokelau",2022-03-25T16:09:03.000Z,,2,1
